Company,Location,Date,Time,Rocket,Mission,RocketStatus,Price,MissionStatus,Country,Year,Decade,Decade Year,success
NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA",28-May-64,17:07:00,Saturn I,A-101,Retired,,Success, USA,1964,1960,1960,#ERROR
NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA",18-Sep-64,16:22:00,Saturn I,A-102,Retired,,Success, USA,1964,1960,1960,#ERROR
NASA,"LC-19, Cape Canaveral AFS, Florida, USA",19-Jan-65,14:04:00,Titan II GLV,Gemini 2,Retired,,Success, USA,1965,1960,1960,#ERROR
NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA",16-Feb-65,14:37:00,Saturn I,A-103,Retired,,Success, USA,1965,1960,1960,#ERROR
NASA,"LC-19, Cape Canaveral AFS, Florida, USA",23-Mar-65,14:24:00,Titan II GLV,Gemini 3,Retired,,Success, USA,1965,1960,1960,#ERROR
NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA",25-May-65,07:35:00,Saturn I,A-104,Retired,,Success, USA,1965,1960,1960,#ERROR
NASA,"LC-19, Cape Canaveral AFS, Florida, USA",03-Jun-65,15:15:00,Titan II GLV,Gemini IV,Retired,,Success, USA,1965,1960,1960,#ERROR
NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA",30-Jul-65,13:00:00,Saturn I,A-105,Retired,,Success, USA,1965,1960,1960,#ERROR
NASA,"LC-19, Cape Canaveral AFS, Florida, USA",21-Aug-65,13:59:00,Titan II GLV,Gemini V,Retired,,Success, USA,1965,1960,1960,#ERROR
NASA,"LC-19, Cape Canaveral AFS, Florida, USA",04-Dec-65,19:30:00,Titan II GLV,Gemini VII,Retired,,Success, USA,1965,1960,1960,#ERROR
NASA,"LC-19, Cape Canaveral AFS, Florida, USA",15-Dec-65,13:37:00,Titan II GLV,Gemini VI-A,Retired,,Success, USA,1965,1960,1960,#ERROR
NASA,"LC-34, Cape Canaveral AFS, Florida, USA",26-Feb-66,16:12:00,Saturn IB,AS-201,Retired,,Success, USA,1966,1960,1960,#ERROR
NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA",05-Jul-66,14:53:00,Saturn IB,AS-203,Retired,,Success, USA,1966,1960,1960,#ERROR
NASA,"LC-19, Cape Canaveral AFS, Florida, USA",18-Jul-66,22:20:00,Titan II GLV,Gemini X,Retired,,Success, USA,1966,1960,1960,#ERROR
NASA,"LC-34, Cape Canaveral AFS, Florida, USA",25-Aug-66,17:15:00,Saturn IB,AS-202,Retired,,Success, USA,1966,1960,1960,#ERROR
NASA,"LC-19, Cape Canaveral AFS, Florida, USA",12-Sep-66,14:42:00,Titan II GLV,Gemini XI,Retired,,Success, USA,1966,1960,1960,#ERROR
NASA,"LC-19, Cape Canaveral AFS, Florida, USA",11-Nov-66,20:46:00,Titan II GLV,Gemini XII,Retired,,Success, USA,1966,1960,1960,#ERROR
NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA",22-Jan-68,22:48:00,Saturn IB,Apollo 5,Retired,,Success, USA,1968,1960,1960,#ERROR
NASA,"LC-34, Cape Canaveral AFS, Florida, USA",11-Oct-68,15:02:00,Saturn IB,Apollo 7,Retired,,Success, USA,1968,1960,1960,#ERROR
NASA,"LC-39B, Kennedy Space Center, Florida, USA",25-May-73,13:00:00,Saturn IB,Skylab 2,Retired,,Success, USA,1973,1970,1970,#ERROR
NASA,"LC-39B, Kennedy Space Center, Florida, USA",28-Jul-73,11:10:00,Saturn IB,Skylab 3,Retired,,Success, USA,1973,1970,1970,#ERROR
NASA,"LC-39B, Kennedy Space Center, Florida, USA",16-Nov-73,14:01:00,Saturn IB,Skylab 4,Retired,,Success, USA,1973,1970,1970,#ERROR
NASA,"LC-39B, Kennedy Space Center, Florida, USA",15-Jul-75,19:50:00,Saturn IB,ASTP (Apollo???Soyuz Test Project),Retired,,Success, USA,1975,1970,1970,#ERROR
Douglas,"SLC-17A, Cape Canaveral AFS, Florida, USA",24-Mar-89,21:50:00,Delta 3920-8,Delta Star (USA 36),Retired,,Success, USA,1989,1980,1980,#ERROR
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",10-Jan-95,06:18:00,Atlas IIAS,Intelsat 704,Retired,,Success, USA,1995,1990,1990,#ERROR
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",22-Mar-95,06:18:00,Atlas IIAS,Intelsat 705,Retired,,Success, USA,1995,1990,1990,#ERROR
ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",07-Apr-95,23:47:00,Atlas IIA,AMSC-1,Retired,,Success, USA,1995,1990,1990,#ERROR
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",29-Aug-95,00:53:00,Atlas IIAS,JCSAT-3,Retired,,Success, USA,1995,1990,1990,#ERROR
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",01-Feb-96,01:15:00,Atlas IIAS,Palapa C1,Retired,,Success, USA,1996,1990,1990,#ERROR
ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",03-Apr-96,23:01:00,Atlas IIA,Inmarsat 3-F1,Retired,,Success, USA,1996,1990,1990,#ERROR
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",08-Sep-96,21:49:00,Atlas IIA,GE-1,Retired,,Success, USA,1996,1990,1990,#ERROR
ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",21-Nov-96,20:47:00,Atlas IIA,Hot Bird 2,Retired,,Success, USA,1996,1990,1990,#ERROR
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",18-Dec-96,01:57:00,Atlas IIA,Inmarsat 3-F3,Retired,,Success, USA,1996,1990,1990,#ERROR
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",17-Feb-97,01:42:00,Atlas IIAS,JCSAT-4,Retired,,Success, USA,1997,1990,1990,#ERROR
ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",08-Mar-97,06:01:00,Atlas IIA,Tempo 2,Retired,,Success, USA,1997,1990,1990,#ERROR
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",28-Jul-97,01:15:00,Atlas IIAS,Superbird C,Retired,,Success, USA,1997,1990,1990,#ERROR
ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",04-Sep-97,12:03:00,Atlas IIAS,GE-3,Retired,,Success, USA,1997,1990,1990,#ERROR
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",05-Oct-97,21:01:00,Atlas IIAS,Echostar 3,Retired,,Success, USA,1997,1990,1990,#ERROR
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",08-Dec-97,23:52:00,Atlas IIAS,Galaxy 8i,Retired,,Success, USA,1997,1990,1990,#ERROR
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",28-Feb-98,00:21:00,Atlas IIAS,Intelsat 806,Retired,,Success, USA,1998,1990,1990,#ERROR
ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",18-Jun-98,22:48:00,Atlas IIAS,Intelsat 805,Retired,,Success, USA,1998,1990,1990,#ERROR
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",09-Oct-98,22:50:00,Atlas IIA,Hot Bird 5,Retired,,Success, USA,1998,1990,1990,#ERROR
ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",16-Feb-99,01:45:00,Atlas IIAS,JCSAT-6,Retired,,Success, USA,1999,1990,1990,#ERROR
ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",12-Apr-99,22:50:00,Atlas IIAS,Eutelsat W3,Retired,,Success, USA,1999,1990,1990,#ERROR
ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",23-Sep-99,06:02:00,Atlas IIAS,Echostar 5,Retired,,Success, USA,1999,1990,1990,#ERROR
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",03-Feb-00,23:30:00,Atlas IIAS,Hispasat 1C,Retired,,Success, USA,2000,2000,2000,#ERROR
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",24-May-00,23:10:00,Atlas IIIA,Eutelsat W4,Retired,,Success, USA,2000,2000,2000,#ERROR
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",14-Jul-00,05:21:00,Atlas IIAS,Echostar 6,Retired,,Success, USA,2000,2000,2000,#ERROR
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",19-Jun-01,04:41:00,Atlas IIAS,ICO F2,Retired,,Success, USA,2001,2000,2000,#ERROR
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",21-Feb-02,12:43:00,Atlas IIIB,EchoStar VII,Retired,,Success, USA,2002,2000,2000,#ERROR
ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",18-Sep-02,22:04:00,Atlas IIAS,Hispasat 1D,Retired,,Success, USA,2002,2000,2000,#ERROR
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",12-Apr-03,00:47:00,Atlas IIIB,AsiaSat 4,Retired,,Success, USA,2003,2000,2000,#ERROR
ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",05-Feb-04,23:46:00,Atlas IIAS,AMC-10,Retired,,Success, USA,2004,2000,2000,#ERROR
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",13-Mar-04,05:40:00,Atlas IIIA,MBSat,Retired,,Success, USA,2004,2000,2000,#ERROR
ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",16-Apr-04,00:45:00,Atlas IIAS,Superbird 6,Retired,,Success, USA,2004,2000,2000,#ERROR
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",19-Apr-04,22:22:00,Atlas IIAS,AMC-11,Retired,,Success, USA,2004,2000,2000,#ERROR
ULA,"SLC-2W, Vandenberg AFB, California, USA",14-Dec-06,21:00:00,Delta II 7920-10C,NROL-21,Retired,,Success, USA,2006,2000,2000,#ERROR
ULA,"SLC-17B, Cape Canaveral AFS, Florida, USA",17-Feb-07,23:01:00,Delta II 7925-10C,THEMIS,Retired,,Success, USA,2007,2000,2000,#ERROR
ULA,"SLC-2W, Vandenberg AFB, California, USA",08-Jun-07,02:34:00,Delta II 7420-10C,COSMO-SkyMed,Retired,,Success, USA,2007,2000,2000,#ERROR
ULA,"SLC-17A, Cape Canaveral AFS, Florida, USA",04-Aug-07,09:26:00,Delta II 7925,Phoenix,Retired,,Success, USA,2007,2000,2000,#ERROR
ULA,"SLC-2W, Vandenberg AFB, California, USA",18-Sep-07,18:35:00,Delta II 7920-10C,DigitalGlobe WorldView-1,Retired,,Success, USA,2007,2000,2000,#ERROR
ULA,"SLC-17B, Cape Canaveral AFS, Florida, USA",27-Sep-07,11:34:00,Delta II 7925H,Dawn,Retired,,Success, USA,2007,2000,2000,#ERROR
ULA,"SLC-17A, Cape Canaveral AFS, Florida, USA",17-Oct-07,12:23:00,Delta II 7925,GPS IIRM-4,Retired,,Success, USA,2007,2000,2000,#ERROR
ULA,"SLC-2W, Vandenberg AFB, California, USA",09-Dec-07,02:31:00,Delta II 7420-10C,COSMO-2,Retired,,Success, USA,2007,2000,2000,#ERROR
ULA,"SLC-17A, Cape Canaveral AFS, Florida, USA",20-Dec-07,20:04:00,Delta II 7925,GPS IIRM-5,Retired,,Success, USA,2007,2000,2000,#ERROR
ULA,"SLC-17A, Cape Canaveral AFS, Florida, USA",15-Mar-08,06:10:00,Delta II 7925,GPS IIRM-6,Retired,,Success, USA,2008,2000,2000,#ERROR
ULA,"SLC-17B, Cape Canaveral AFS, Florida, USA",11-Jun-08,16:05:00,Delta II 7920H-10C,GLAST,Retired,,Success, USA,2008,2000,2000,#ERROR
ULA,"SLC-2W, Vandenberg AFB, California, USA",20-Jun-08,07:46:00,Delta II 7320-10C,Jason-2,Retired,,Success, USA,2008,2000,2000,#ERROR
ULA,"SLC-2W, Vandenberg AFB, California, USA",06-Sep-08,18:50:00,Delta II 7420-10C,GeoEye-1,Retired,,Success, USA,2008,2000,2000,#ERROR
ULA,"SLC-2W, Vandenberg AFB, California, USA",25-Oct-08,02:28:00,Delta II 7420-10C,COSMO-3,Retired,,Success, USA,2008,2000,2000,#ERROR
ULA,"SLC-2W, Vandenberg AFB, California, USA",06-Feb-09,10:22:00,Delta II 7320-10C,NOAA-N Prime,Retired,,Success, USA,2009,2000,2000,#ERROR
ULA,"SLC-17B, Cape Canaveral AFS, Florida, USA",07-Mar-09,03:49:00,Delta II 7925-10L,Kepler,Retired,,Success, USA,2009,2000,2000,#ERROR
ULA,"SLC-17A, Cape Canaveral AFS, Florida, USA",24-Mar-09,08:34:00,Delta II 7925,GPS IIRM-7,Retired,,Success, USA,2009,2000,2000,#ERROR
ULA,"SLC-2W, Vandenberg AFB, California, USA",05-May-09,20:24:00,Delta II 7920-10C,STSS-ATRR,Retired,,Success, USA,2009,2000,2000,#ERROR
ULA,"SLC-17A, Cape Canaveral AFS, Florida, USA",17-Aug-09,10:35:00,Delta II 7925,GPS IIRM-8,Retired,,Success, USA,2009,2000,2000,#ERROR
ULA,"SLC-17B, Cape Canaveral AFS, Florida, USA",25-Sep-09,12:20:00,Delta II 7920-10C,STSS Demo,Retired,,Success, USA,2009,2000,2000,#ERROR
ULA,"SLC-2W, Vandenberg AFB, California, USA",08-Oct-09,18:51:00,Delta II 7920-10C,WorldView-2,Retired,,Success, USA,2009,2000,2000,#ERROR
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",06-Dec-09,01:47:00,"Delta IV Medium+ (5,4)",WGS-3,Retired,,Success, USA,2009,2000,2000,#ERROR
ULA,"SLC-2W, Vandenberg AFB, California, USA",14-Dec-09,14:09:00,Delta II 7320-10C,WISE,Retired,,Success, USA,2009,2000,2000,#ERROR
ULA,"SLC-2W, Vandenberg AFB, California, USA",06-Nov-10,02:20:00,Delta II 7420-10C,COSMO-4,Retired,,Success, USA,2010,2010,2010,#ERROR
ULA,"SLC-2W, Vandenberg AFB, California, USA",10-Jun-11,14:20:00,Delta II 7320-10C,SAC-D,Retired,,Success, USA,2011,2010,2010,#ERROR
ULA,"SLC-17B, Cape Canaveral AFS, Florida, USA",10-Sep-11,13:08:00,Delta II 7920H-10C,GRAIL,Retired,,Success, USA,2011,2010,2010,#ERROR
ULA,"SLC-2W, Vandenberg AFB, California, USA",28-Oct-11,09:48:00,Delta II 7920-10C,Suomi NPP / ELaNa III,Retired,,Success, USA,2011,2010,2010,#ERROR
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",20-Jan-12,00:38:00,"Delta IV Medium+ (5,4)",WGS-4,Retired,,Success, USA,2012,2010,2010,#ERROR
ULA,"SLC-6, Vandenberg AFB, California, USA",03-Apr-12,23:12:00,"Delta IV Medium+ (5,2)",NROL-25,Retired,,Success, USA,2012,2010,2010,#ERROR
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",25-May-13,00:27:00,"Delta IV Medium+ (5,4)",WGS-5,Retired,,Success, USA,2013,2010,2010,#ERROR
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",08-Aug-13,00:29:00,"Delta IV Medium+ (5,4)",WGS-6,Retired,,Success, USA,2013,2010,2010,#ERROR
ULA,"SLC-2W, Vandenberg AFB, California, USA",02-Jul-14,09:56:00,Delta II 7320-10C,OCO-2,Retired,,Success, USA,2014,2010,2010,#ERROR
ULA,"SLC-2W, Vandenberg AFB, California, USA",31-Jan-15,14:22:00,Delta II 7320-10C,SMAP / ELaNa X,Retired,,Success, USA,2015,2010,2010,#ERROR
Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA",29-Apr-15,,New Shepard,NS-1,Active,,Success, USA,2015,2010,2010,#ERROR
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",24-Jul-15,00:07:00,"Delta IV Medium+ (5,4)",WGS-7,Retired,,Success, USA,2015,2010,2010,#ERROR
Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA",23-Nov-15,,New Shepard,NS-2,Active,,Success, USA,2015,2010,2010,#ERROR
Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA",22-Jan-16,,New Shepard,NS-3,Active,,Success, USA,2016,2010,2010,#ERROR
ULA,"SLC-6, Vandenberg AFB, California, USA",10-Feb-16,11:40:00,"Delta IV Medium+ (5,2)",NROL-45,Retired,,Success, USA,2016,2010,2010,#ERROR
Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA",02-Apr-16,,New Shepard,NS-4,Active,,Success, USA,2016,2010,2010,#ERROR
Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA",19-Jun-16,14:36:00,New Shepard,NS-5,Active,,Success, USA,2016,2010,2010,#ERROR
Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA",06-Oct-16,15:36:00,New Shepard,NS-6 (Inflight Escape Test),Active,,Success, USA,2016,2010,2010,#ERROR
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",07-Dec-16,23:53:00,"Delta IV Medium+ (5,4)",WGS-8,Retired,,Success, USA,2016,2010,2010,#ERROR
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",19-Mar-17,00:18:00,"Delta IV Medium+ (5,4)",WGS-9,Retired,,Success, USA,2017,2010,2010,#ERROR
ULA,"SLC-2W, Vandenberg AFB, California, USA",18-Nov-17,09:47:00,Delta II 7920-10C,JPSS-1,Retired,,Success, USA,2017,2010,2010,#ERROR
Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA",17-Dec-17,,New Shepard,NS-7,Active,,Success, USA,2017,2010,2010,#ERROR
ULA,"SLC-6, Vandenberg AFB, California, USA",12-Jan-18,22:11:00,"Delta IV Medium+ (5,2)",NROL-47,Retired,,Success, USA,2018,2010,2010,#ERROR
Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA",29-Apr-18,17:06:00,New Shepard,NS-8,Active,,Success, USA,2018,2010,2010,#ERROR
Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA",18-Jul-18,15:11:00,New Shepard,NS-9 (Inflight Escape Test),Active,,Success, USA,2018,2010,2010,#ERROR
ULA,"SLC-2W, Vandenberg AFB, California, USA",15-Sep-18,13:02:00,Delta II 7420-10C,ICESat-2,Retired,,Success, USA,2018,2010,2010,#ERROR
Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA",23-Jan-19,15:05:00,New Shepard,NS-10,Active,,Success, USA,2019,2010,2010,#ERROR
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",16-Mar-19,00:26:00,"Delta IV Medium+ (5,4)",WGS-10,Retired,,Success, USA,2019,2010,2010,#ERROR
Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA",02-May-19,13:35:00,New Shepard,NS-11,Active,,Success, USA,2019,2010,2010,#ERROR
Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA",11-Dec-19,17:55:00,New Shepard,NS-12,Active,,Success, USA,2019,2010,2010,#ERROR
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",20-Dec-19,11:36:00,Atlas V N22,Starliner OFT,Active,,Success, USA,2019,2010,2010,#ERROR
SpaceX,"Pad A, Boca Chica, Texas, USA",04-Aug-20,23:57:00,Starship Prototype,150 Meter Hop,Active,,Success, USA,2020,2020,2020,#ERROR
Blue Origin,"Launch Site One, West Texas, Texas, USA",13-Oct-20,13:38:00,New Shepard,NS-13,Active,,Success, USA,2020,2020,2020,#ERROR
Blue Origin,"Launch Site One, West Texas, Texas, USA",14-Jan-21,17:17:00,New Shepard,NS-14,Active,,Success, USA,2021,2020,2020,#ERROR
Blue Origin,"Launch Site One, West Texas, Texas, USA",14-Apr-21,16:49:00,New Shepard,NS-15,Active,,Success, USA,2021,2020,2020,#ERROR
SpaceX,"Suborbital Pad A, Starbase, Texas, USA",05-May-21,22:25:00,Starship Prototype,10-Kilometer Test Flight,Active,,Success, USA,2021,2020,2020,#ERROR
Virgin Galactic,"VMS Eve, Spaceport America, New Mexico, USA",22-May-21,15:26:00,SpaceShipTwo,VF-03,Active,,Success, USA,2021,2020,2020,#ERROR
Virgin Galactic,"VMS Eve, Spaceport America, New Mexico, USA",11-Jul-21,15:25:00,SpaceShipTwo,Unity 22,Active,,Success, USA,2021,2020,2020,#ERROR
Blue Origin,"Launch Site One, West Texas, Texas, USA",20-Jul-21,13:12:00,New Shepard,NS-16,Active,,Success, USA,2021,2020,2020,#ERROR
Blue Origin,"Launch Site One, West Texas, Texas, USA",26-Aug-21,14:31:00,New Shepard,NS-17,Active,,Success, USA,2021,2020,2020,#ERROR
Blue Origin,"Launch Site One, West Texas, Texas, USA",13-Oct-21,14:50:00,New Shepard,NS-18,Active,,Success, USA,2021,2020,2020,#ERROR
Blue Origin,"Launch Site One, West Texas, Texas, USA",11-Dec-21,15:00:00,New Shepard,NS-19,Active,,Success, USA,2021,2020,2020,#ERROR
Blue Origin,"Launch Site One, West Texas, Texas, USA",31-Mar-22,13:58:00,New Shepard,NS-20,Active,,Success, USA,2022,2020,2020,#ERROR
ULA,"SLC-41, Cape Canaveral SFS, Florida, USA",19-May-22,22:54:00,Atlas V N22,Starliner OFT-2,Active,,Success, USA,2022,2020,2020,#ERROR
Blue Origin,"Launch Site One, West Texas, Texas, USA",04-Jun-22,13:25:00,New Shepard,NS-21,Active,,Success, USA,2022,2020,2020,#ERROR
US Navy,"LC-18A, Cape Canaveral AFS, Florida, USA",06-Dec-57,16:44:00,Vanguard,Vanguard TV3,Retired,,Failure, USA,1957,1950s,1950,#ERROR
US Navy,"LC-18A, Cape Canaveral AFS, Florida, USA",05-Feb-58,07:33:00,Vanguard,Vanguard TV3BU,Retired,,Failure, USA,1958,1950s,1950,#ERROR
AMBA,"LC-26A, Cape Canaveral AFS, Florida, USA",05-Mar-58,18:27:00,Juno I,Explorer 2,Retired,,Failure, USA,1958,1950s,1950,#ERROR
US Navy,"LC-18A, Cape Canaveral AFS, Florida, USA",28-Apr-58,02:53:00,Vanguard,Vanguard TV5,Retired,,Failure, USA,1958,1950s,1950,#ERROR
US Navy,"LC-18A, Cape Canaveral AFS, Florida, USA",28-May-58,03:46:00,Vanguard,Vanguard SLV-1,Retired,,Failure, USA,1958,1950s,1950,#ERROR
US Navy,"LC-18A, Cape Canaveral AFS, Florida, USA",26-Jun-58,05:00:00,Vanguard,Vanguard SLV-2,Retired,,Failure, USA,1958,1950s,1950,#ERROR
US Navy,"Douglas F4D Skyray, Naval Air Station Point Mugu, California, USA",25-Jul-58,,NOTS-EV-1 Pilot II,Pilot-1 (D1),Retired,,Failure, USA,1958,1950s,1950,#ERROR
US Navy,"Douglas F4D Skyray, Naval Air Station Point Mugu, California, USA",12-Aug-58,,NOTS-EV-1 Pilot II,Pilot-2 (D2),Retired,,Failure, USA,1958,1950s,1950,#ERROR
US Air Force,"SLC-17A, Cape Canaveral AFS, Florida, USA",17-Aug-58,12:18:00,Thor-DM 18 Able I,Pioneer 0,Retired,,Failure, USA,1958,1950s,1950,#ERROR
US Navy,"Douglas F4D Skyray, Naval Air Station Point Mugu, California, USA",22-Aug-58,,NOTS-EV-1 Pilot II,Pilot-3 (D3),Retired,,Failure, USA,1958,1950s,1950,#ERROR
AMBA,"LC-5, Cape Canaveral AFS, Florida, USA",24-Aug-58,06:17:00,Juno I,Explorer 5,Retired,,Failure, USA,1958,1950s,1950,#ERROR
US Navy,"Douglas F4D Skyray, Naval Air Station Point Mugu, California, USA",25-Aug-58,,NOTS-EV-1 Pilot II,Pilot-4 (R1),Retired,,Failure, USA,1958,1950s,1950,#ERROR
US Navy,"Douglas F4D Skyray, Naval Air Station Point Mugu, California, USA",26-Aug-58,,NOTS-EV-1 Pilot II,Pilot-5 (R2),Retired,,Failure, USA,1958,1950s,1950,#ERROR
US Navy,"Douglas F4D Skyray, Naval Air Station Point Mugu, California, USA",29-Aug-58,,NOTS-EV-1 Pilot II,Pilot-6 (R3,Retired,,Failure, USA,1958,1950s,1950,#ERROR
US Navy,"LC-18A, Cape Canaveral AFS, Florida, USA",26-Sep-58,15:38:00,Vanguard,Vanguard SLV-3,Retired,,Failure, USA,1958,1950s,1950,#ERROR
NASA,"SLC-17A, Cape Canaveral AFS, Florida, USA",11-Oct-58,08:42:00,Thor-DM 18 Able I,Pioneer 1,Retired,,Partial Failure, USA,1958,1950s,1950,#ERROR
AMBA,"LC-5, Cape Canaveral AFS, Florida, USA",23-Oct-58,03:21:00,Juno I,Beacon 1,Retired,,Failure, USA,1958,1950s,1950,#ERROR
NASA,"SLC-17A, Cape Canaveral AFS, Florida, USA",08-Nov-58,07:30:00,Thor-DM 18 Able I,Pioneer 2,Retired,,Failure, USA,1958,1950s,1950,#ERROR
AMBA,"LC-5, Cape Canaveral AFS, Florida, USA",06-Dec-58,05:44:00,Juno II,Pioneer 3,Retired,,Partial Failure, USA,1958,1950s,1950,#ERROR
US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",28-Feb-59,21:49:00,Thor-DM18 Agena-A,Discoverer 1,Retired,,Failure, USA,1959,1950s,1950,#ERROR
US Navy,"LC-18A, Cape Canaveral AFS, Florida, USA",14-Apr-59,02:49:00,Vanguard,Vanguard SLV-5,Retired,,Failure, USA,1959,1950s,1950,#ERROR
US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",03-Jun-59,20:09:00,Thor-DM18 Agena-A,Discoverer 3,Retired,,Failure, USA,1959,1950s,1950,#ERROR
US Navy,"LC-18A, Cape Canaveral AFS, Florida, USA",22-Jun-59,20:16:00,Vanguard,Vanguard SLV-6,Retired,,Failure, USA,1959,1950s,1950,#ERROR
US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",25-Jun-59,22:47:00,Thor-DM18 Agena-A,Discoverer 4,Retired,,Failure, USA,1959,1950s,1950,#ERROR
NASA,"LC-14, Cape Canaveral AFS, Florida, USA",09-Sep-59,08:19:00,Atlas-D Mercury,Big Joe 1,Retired,,Partial Failure, USA,1959,1950s,1950,#ERROR
US Air Force,"SLC-17A, Cape Canaveral AFS, Florida, USA",17-Sep-59,14:34:00,Thor DM-18 Able-II,Transit 1A,Retired,,Failure, USA,1959,1950s,1950,#ERROR
US Navy,"LC-18A, Cape Canaveral AFS, Florida, USA",18-Sep-59,05:20:00,Vanguard,Vanguard 3,Retired,,Partial Failure, USA,1959,1950s,1950,#ERROR
US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",20-Nov-59,19:25:00,Thor-DM18 Agena-A,Discoverer 8,Retired,,Failure, USA,1959,1950s,1950,#ERROR
US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",04-Feb-60,18:51:00,Thor-DM18 Agena-A,Discoverer 9,Retired,,Failure, USA,1960,1960,1960,#ERROR
US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",19-Feb-60,20:15:00,Thor-DM18 Agena-A,Discoverer 10,Retired,,Failure, USA,1960,1960,1960,#ERROR
US Air Force,"SLC-17A, Cape Canaveral AFS, Florida, USA",13-May-60,09:16:00,Thor DM-19 Delta,Echo 1,Retired,,Failure, USA,1960,1960,1960,#ERROR
US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",29-Jun-60,22:00:00,Thor-DM18 Agena-A,Discoverer 12,Retired,,Failure, USA,1960,1960,1960,#ERROR
NASA,"LC-14, Cape Canaveral AFS, Florida, USA",29-Jul-60,13:13:00,Atlas-D Mercury,Mercury-Atlas 1 (MA-1),Retired,,Failure, USA,1960,1960,1960,#ERROR
US Air Force,"SLC-17B, Cape Canaveral AFS, Florida, USA",18-Aug-60,19:58:00,Thor-DM21 Ablestar,Courier 1A,Retired,,Failure, USA,1960,1960,1960,#ERROR
US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",26-Oct-60,20:26:00,Thor DM-21 Agena-B,Discoverer 16,Retired,,Failure, USA,1960,1960,1960,#ERROR
